GeneFusion	Publication	Diagnosis_MM
TTC17::TTC28	Comprehensive molecular characterization of human colon and rectal cancer., The Cancer Genome 2012, Nature, 2012, 487:330-337, 22810696	Adenocarcinoma
PDE4DIP::TTC28	Comprehensive molecular characterization of human colon and rectal cancer., The Cancer Genome 2012, Nature, 2012, 487:330-337, 22810696	Adenocarcinoma
SPATA16::TTC28	Comprehensive molecular characterization of human colon and rectal cancer., The Cancer Genome 2012, Nature, 2012, 487:330-337, 22810696	Adenocarcinoma
MAGI3::AKT3	Sequence analysis of mutations and translocations across breast cancer subtypes., Banerji et al 2012, Nature, 2012, 486:405-409, 22722202	Adenocarcinoma
FUBP1::ETV1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
DENND1A::ANXA4	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ANXA4::TMEM67	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ABL1::ANXA4	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
RALGPS1::EXOC6B	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
GPR107::ATRAID	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
MAP3K5::TCF12	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ZNF638::KCNS3::PPM1G	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
SLC35D2::LPPR1::MRPL50	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
DTNB::SPTLC1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PIP4P2::LCLAT1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CPNE4::ACAD11	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
GNG10::UGCG	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
FZD6::SDC2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
LACTB2::XKR9	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
UGDH::SLC25A31	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
USP9X::PRIM1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PRIM1::USP9X	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
SESN1::MGST2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ZNF410::PTGR2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
MTREX::SV2C	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CEP128::MOBP	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
KMT2E::DRAM1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
RAB11A::DENND4A	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
DENND4A::RAB11A	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
DNAJC11::NOTCH2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ARHGEF38::ANKH	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ANKH::ARHGEF38	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CSNK1A1::ACACA	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ACAD11::TRAPPC13	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ACACA::SGTB	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PTPRF::RPS6KA3	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
RPS6KA3::DDX53	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PTPRF::METTL16	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
MAPKAPK5::GAP43	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PCSK5::LRBA	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
RAD54L2::DCAF1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
NUP153::NTNG2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
ARHGEF17::SHANK2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CNTNAP2::GCFC2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
KIAA2013::CNTNAP2	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
MPND::RAB8A	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CAMKK2::PRKRIP1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PRKRIP1::WDTC1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
SYT7::KCNK4	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CFAP299::RERE	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
PRKRIP1::CRACR2B	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
SERPINA1::ABHD14A	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
WDTC1::CD151	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
NTNG2::LPIN1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
CRACR2B::WDTC1	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
LPIN1::CFAP20DC	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
NUP153::CFAP20DC	From sequence to molecular pathology, and a mechanism driving the neuroendocrine phenotype in prostate cancer., Lapuk et al 2012, J Pathol, 2012, 227:286-297, 22553170	Adenocarcinoma
VTI1A::TCF7L2	Genomic sequencing of colorectal adenocarcinomas identifies a recurrent VTI1A-TCF7L2 fusion., Bass et al 2011, Nat Genet, 2011, 43:964-968, 21892161	Adenocarcinoma
EIF3E::RSPO2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
PTPRK::RSPO3	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
ETV6::NTRK3	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
ANXA2::RORA	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
TUBGCP3::PDS5B	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
NT5C2::ASAH2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
NRBP2::VPS28	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
CDC42SE2::SPIDR	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
MED13L::LAG3	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
PLCE1::CYP2C19	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
TPM3::NTRK1	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
PAN3::RFC3	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
CWC27::RNF180	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
CAPN1::SPDYC	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
COG8::TERF2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
TADA2A::MEF2B	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
STRBP::DENND1A	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
STEEP1::UBE2A	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
MED13L::CD4	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
PRR12::PRRG2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
ATP9A::ARFGEF2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
ANKRD17::HS3ST1	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
RBM47::ATP8A1	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
FRS2::RAP1B	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
CHEK2::PARVB	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
SFI1::TPST2	Recurrent R-spondin fusions in colon cancer., Seshagiri et al 2012, Nature, 2012, 488:660-664, 22895193	Adenocarcinoma
PAX8::PPARG	Simultaneous occurrence of PAX8-PPARg and RET-PTC3 rearrangements in a follicular variant of papillary thyroid carcinoma., Caria et al 2012, Am J Surg Pathol, 2012, 36:1415-1420, 22895275	Adenocarcinoma
NCOA4::RET	Simultaneous occurrence of PAX8-PPARg and RET-PTC3 rearrangements in a follicular variant of papillary thyroid carcinoma., Caria et al 2012, Am J Surg Pathol, 2012, 36:1415-1420, 22895275	Adenocarcinoma
UBE2D2::MATR3	Mapping the hallmarks of lung adenocarcinoma with massively parallel sequencing., Imielinski et al 2012, Cell, 2012, 150:1107-1120, 22980975	Adenocarcinoma
PHACTR3::PTPRM	Mapping the hallmarks of lung adenocarcinoma with massively parallel sequencing., Imielinski et al 2012, Cell, 2012, 150:1107-1120, 22980975	Adenocarcinoma
EOMES::SLC4A7	Mapping the hallmarks of lung adenocarcinoma with massively parallel sequencing., Imielinski et al 2012, Cell, 2012, 150:1107-1120, 22980975	Adenocarcinoma
STK39::B3GALT1	Mapping the hallmarks of lung adenocarcinoma with massively parallel sequencing., Imielinski et al 2012, Cell, 2012, 150:1107-1120, 22980975	Adenocarcinoma
ADAM23::SGO2	Mapping the hallmarks of lung adenocarcinoma with massively parallel sequencing., Imielinski et al 2012, Cell, 2012, 150:1107-1120, 22980975	Adenocarcinoma
